order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
1435,1332,2022-01-01,182,2,395.36,790.72,Pending,
1436,3744,2022-10-14,294,8,258.98,2071.84,Completed,2022-10-19
1437,6898,2022-10-05,283,1,317.71,317.71,Completed,2022-10-06
1438,2555,2022-10-29,85,9,329.75,2967.75,Completed,2022-10-31
1439,6891,2024-06-22,284,9,23.31,209.79,Completed,2024-06-26
1440,3434,2024-06-23,123,9,475.68,4281.12,Completed,2024-06-24
1441,9723,2022-07-28,49,2,311.59,623.18,Completed,2022-08-02
1442,4157,2022-09-07,77,6,470.48,2822.88,Completed,2022-09-09
1443,4012,2023-04-30,138,1,116.28,116.28,Completed,2023-05-01
1444,7998,2024-06-16,432,5,477.65,2388.25,Cancelled,
1445,5282,2023-10-02,275,10,231.27,2312.7,Completed,2023-10-09
1446,4196,2024-05-29,218,8,302.2,2417.6,Pending,
1447,8869,2024-02-23,364,2,11.97,23.94,Pending,
1448,1950,2024-10-08,497,5,69.64,348.2,Cancelled,
1449,4594,2022-05-15,322,8,124.66,997.28,Completed,2022-05-18
1450,2834,2023-12-23,235,5,90.08,450.4,Completed,2023-12-29
1451,2664,2023-04-03,135,3,207.22,621.66,Completed,2023-04-05
1452,3631,2022-12-14,471,8,61.54,492.32,Completed,2022-12-21
1453,7167,2024-05-21,16,4,252.12,1008.48,Completed,2024-05-23
1454,7402,2023-09-28,42,10,110.8,1108.0,Pending,
1455,8841,2023-11-19,188,9,187.45,1687.05,Completed,2023-11-21
1456,9433,2024-11-16,54,9,353.25,3179.25,Pending,
1457,2034,2022-03-03,473,4,160.03,640.12,Completed,2022-03-04
1458,8713,2023-04-19,446,2,487.24,974.48,Completed,2023-04-22
1459,9341,2023-07-30,433,3,247.85,743.55,Completed,2023-08-02
1460,841,2022-12-30,270,6,116.15,696.9,Cancelled,
1461,1053,2023-01-15,464,10,325.75,3257.5,Completed,2023-01-18
1462,3396,2023-10-25,417,8,8.27,66.16,Cancelled,
1463,8895,2023-04-23,251,4,341.05,1364.2,Pending,
1464,2650,2023-09-27,447,10,160.52,1605.2,Cancelled,
1465,9917,2022-10-12,279,6,279.31,1675.86,Completed,2022-10-19
1466,3325,2023-05-28,318,9,244.06,2196.54,Completed,2023-06-01
1467,6416,2022-05-04,320,5,305.3,1526.5,Completed,2022-05-10
1468,1668,2023-06-02,63,7,442.65,3098.55,Completed,2023-06-07
1469,8130,2023-12-12,425,6,447.92,2687.52,Pending,
1470,6318,2024-02-13,22,3,376.68,1130.04,Completed,2024-02-14
1471,5315,2024-05-01,210,2,193.55,387.1,Completed,2024-05-06
1472,2993,2024-06-12,124,3,363.67,1091.01,Completed,2024-06-19
1473,8563,2024-08-26,26,8,459.65,3677.2,Completed,2024-08-29
1474,7683,2023-01-28,193,9,229.55,2065.95,Completed,2023-02-03
1475,3786,2023-01-02,492,10,315.77,3157.7,Completed,2023-01-04
1476,5057,2022-05-11,392,8,300.97,2407.76,Completed,2022-05-15
1477,8993,2023-05-12,366,5,203.41,1017.05,Completed,2023-05-14
1478,746,2022-12-27,450,2,384.97,769.94,Completed,2023-01-01
1479,6241,2022-10-06,445,2,193.05,386.1,Pending,
1480,1231,2024-02-20,399,1,125.21,125.21,Completed,2024-02-27
1481,9099,2023-05-13,152,6,306.39,1838.34,Completed,2023-05-14
1482,2732,2022-01-09,218,3,302.2,906.6,Completed,2022-01-13
1483,4912,2023-06-25,,3,282.65,847.95,Pending,
1484,6105,2023-09-05,186,9,74.67,672.03,Pending,
1485,9021,2022-07-21,456,3,330.51,991.53,Completed,2022-07-25
1486,6607,2023-12-25,45,7,291.69,2041.83,Completed,2023-12-31
1487,2883,2022-06-08,75,6,424.77,2548.62,Completed,2022-06-14
1488,5867,2022-05-04,86,4,261.39,1045.56,Pending,
1489,8785,2023-05-15,306,1,402.81,402.81,Pending,
1490,9907,2022-05-23,364,5,11.97,59.85,Completed,2022-05-28
1491,1736,2023-07-22,442,6,87.77,526.62,Completed,2023-07-23
1492,4410,2023-12-26,36,2,404.71,809.42,Completed,2024-01-02
1493,2043,2023-09-17,5,7,380.61,2664.27,Pending,
1494,2145,2023-10-06,54,1,353.25,353.25,Pending,
1495,9075,2024-01-24,281,4,315.99,1263.96,Completed,2024-01-30
1496,6184,2022-07-10,336,1,171.5,171.5,Completed,2022-07-17
1497,8822,2022-01-18,125,8,151.64,1213.12,Completed,2022-01-21
1498,3747,2024-09-02,318,10,244.06,2440.6,Completed,2024-09-05
1499,6452,2023-12-08,216,7,34.69,242.83,Pending,
1500,8120,2022-02-17,148,3,129.94,389.82,Completed,2022-02-23
1501,3602,2024-08-11,234,8,205.19,1641.52,Pending,
1502,8541,2024-04-10,111,2,425.54,851.08,Cancelled,
1503,612,2023-07-15,450,2,384.97,769.94,Completed,2023-07-16
1504,3161,2024-05-19,291,2,225.73,451.46,Pending,
1505,1193,2024-11-02,327,9,30.02,270.18,Cancelled,
1506,3686,2023-05-01,8,10,44.01,440.1,Pending,
1507,9439,2023-09-19,40,1,224.35,224.35,Completed,2023-09-22
1508,753,2022-07-14,476,8,147.97,1183.76,Completed,2022-07-16
1509,5291,2024-11-26,86,4,261.39,1045.56,Pending,
1510,8567,2022-12-11,262,3,208.38,625.14,Pending,
1511,4802,2023-10-06,45,5,291.69,1458.45,Completed,2023-10-09
1512,5689,2023-07-17,81,8,260.15,2081.2,Completed,2023-07-24
1513,9175,2023-11-18,326,3,472.89,1418.67,Completed,2023-11-20
1514,8977,2024-01-05,262,6,208.38,1250.28,Pending,
1515,488,2023-12-03,331,9,341.8,3076.2,Pending,
1516,9579,2023-07-15,118,1,361.44,361.44,Pending,
1517,8128,2024-05-27,175,8,493.89,3951.12,Pending,
1518,5578,2023-07-26,43,3,136.28,408.84,Completed,2023-07-28
1519,2601,2022-12-17,188,5,187.45,937.25,Pending,
1520,7402,2023-08-19,412,2,88.28,176.56,Completed,2023-08-25
1521,9977,2023-12-17,107,2,290.02,580.04,Completed,2023-12-20
1522,258,2024-02-17,318,10,244.06,2440.6,Cancelled,
1523,5032,2023-08-22,487,3,287.19,861.57,Completed,2023-08-26
1524,1404,2023-07-22,111,1,425.54,425.54,Completed,2023-07-23
1525,4046,2023-10-05,117,4,352.09,1408.36,Completed,2023-10-10
1526,2999,2023-02-24,53,2,441.03,882.06,Completed,2023-03-03
1527,9502,2024-09-07,282,6,275.28,1651.68,Pending,
1528,7428,2022-06-14,269,4,210.37,841.48,Pending,
1529,5351,2023-04-26,374,7,353.36,2473.52,Completed,2023-04-28
1530,6806,2023-07-20,284,1,23.31,23.31,Completed,2023-07-22
1531,9785,2024-11-01,312,4,447.99,1791.96,Pending,
1532,9398,2024-06-06,130,1,80.1,80.1,Completed,2024-06-12
1533,3086,2023-12-30,59,2,320.37,640.74,Cancelled,
1534,7448,2024-09-22,258,8,174.16,1393.28,Completed,2024-09-26
1535,9878,2024-02-11,136,2,354.94,709.88,Completed,2024-02-12
1536,6357,2022-12-07,267,1,426.33,426.33,Completed,2022-12-14
1537,9210,2022-09-30,479,9,87.79,790.11,Completed,2022-10-07
1538,6320,2023-01-16,84,1,289.96,289.96,Completed,2023-01-20
1539,133,2024-04-07,40,10,224.35,2243.5,Completed,2024-04-09
1540,4208,2022-03-02,410,2,287.05,574.1,Pending,
1541,7435,2024-07-13,406,2,157.67,315.34,Pending,
1542,3893,2023-02-03,171,10,208.97,2089.7,Completed,2023-02-04
1543,7254,2023-06-07,203,9,70.24,632.16,Completed,2023-06-08
1544,3777,2022-03-25,61,1,293.34,293.34,Completed,2022-04-01
1545,8650,2022-08-14,144,6,237.9,1427.4,Completed,2022-08-17
1546,6267,2023-12-09,22,6,376.68,2260.08,Completed,2023-12-16
1547,2424,2024-11-01,320,9,305.3,2747.7,Completed,2024-11-04
1548,4459,2023-12-04,190,3,167.36,502.08,Completed,2023-12-11
1549,3096,2024-10-01,305,5,122.18,610.9,Pending,
1550,1025,2022-06-30,57,5,105.78,528.9,Completed,2022-07-06
1551,8121,2023-07-29,254,2,75.01,150.02,Completed,2023-07-30
1552,7990,2022-03-23,376,2,223.71,447.42,Completed,2022-03-30
1553,7959,2023-03-01,73,7,355.85,2490.95,Completed,2023-03-06
1554,5189,2022-10-21,144,2,237.9,475.8,Cancelled,
1555,4911,2022-08-17,300,7,353.5,2474.5,Completed,2022-08-20
1556,9558,2022-01-24,428,2,377.37,754.74,Pending,
1557,6289,2024-09-11,10,8,428.38,3427.04,Completed,2024-09-15
1558,3858,2022-04-15,385,6,379.31,2275.86,Completed,2022-04-22
1559,90,2024-02-21,338,4,157.3,629.2,Completed,2024-02-23
1560,776,2022-02-25,36,5,404.71,2023.55,Completed,2022-02-28
1561,7728,2024-01-20,322,1,124.66,124.66,Pending,
1562,4378,2022-08-02,71,6,23.94,143.64,Cancelled,
1563,3500,2023-08-01,203,6,70.24,421.44,Completed,2023-08-04
1564,90,2023-03-07,21,7,431.09,3017.63,Completed,2023-03-11
1565,1075,2022-02-19,80,5,239.23,1196.15,Pending,
1566,1647,2024-08-03,271,2,73.11,146.22,Pending,
1567,23,2023-03-01,270,8,116.15,929.2,Completed,2023-03-07
1568,7272,2024-04-24,247,10,327.66,3276.6,Pending,
1569,1911,2023-02-19,322,7,124.66,872.62,Pending,
1570,4154,2023-12-15,312,1,447.99,447.99,Pending,
1571,17,2023-12-17,353,10,466.85,4668.5,Completed,2023-12-24
1572,2544,2024-05-25,163,1,169.34,169.34,Pending,
1573,528,2023-01-07,397,1,239.39,239.39,Completed,2023-01-14
1574,9104,2023-08-30,354,9,123.44,1110.96,Completed,2023-09-01
1575,4806,2022-10-11,378,8,33.58,268.64,Completed,2022-10-18
1576,5580,2024-06-04,152,8,306.39,2451.12,Completed,2024-06-05
1577,8114,2022-08-09,208,9,247.68,2229.12,Completed,2022-08-16
1578,5412,2024-04-19,439,10,393.3,3933.0,Completed,2024-04-24
1579,7893,2024-07-02,262,9,208.38,1875.42,Completed,2024-07-05
1580,9623,2022-12-02,15,5,203.58,1017.9,Pending,
1581,5115,2022-01-26,399,7,125.21,876.47,Completed,2022-01-29
1582,2269,2023-03-17,274,10,122.63,1226.3,Completed,2023-03-21
1583,1337,2024-09-03,284,3,23.31,69.93,Completed,2024-09-08
1584,9256,2022-09-23,323,7,148.65,1040.55,Completed,2022-09-27
1585,601,2024-04-05,379,10,409.14,4091.4,Completed,2024-04-07
1586,3912,2022-06-01,447,1,160.52,160.52,Completed,2022-06-03
1587,800,2023-02-06,346,8,387.13,3097.04,Completed,2023-02-07
1588,7476,2022-05-01,380,4,351.69,1406.76,Pending,
1589,6171,2023-04-23,376,3,223.71,671.13,Completed,2023-04-28
1590,2954,2024-04-13,381,10,207.39,2073.9,Cancelled,
1591,3720,2022-05-21,171,10,208.97,2089.7,Pending,
1592,8505,2022-06-14,317,6,19.99,119.94,Completed,2022-06-16
1593,6185,2024-08-01,357,8,241.34,1930.72,Completed,2024-08-08
1594,7629,2024-02-18,164,2,12.6,25.2,Cancelled,
1595,6179,2023-09-30,91,5,222.74,1113.7,Completed,2023-10-03
1596,8145,2023-09-30,364,9,11.97,107.73,Completed,2023-10-07
1597,7525,2023-01-22,171,8,208.97,1671.76,Completed,2023-01-29
1598,4527,2022-03-05,382,8,190.36,1522.88,Completed,2022-03-09
1599,8751,2023-02-02,332,4,281.13,1124.52,Completed,2023-02-06
1600,1640,2022-10-07,468,7,106.86,748.02,Cancelled,
1601,9315,2024-01-30,172,9,436.07,3924.63,Completed,2024-02-04
1602,6474,2024-09-09,221,7,280.59,1964.13,Pending,
1603,2860,2023-01-22,84,6,289.96,1739.76,Cancelled,
1604,2783,2024-02-12,390,10,371.57,3715.7,Completed,2024-02-13
1605,2697,2022-05-24,242,2,323.28,646.56,Cancelled,
1606,2574,2023-11-21,145,10,408.05,4080.5,Completed,2023-11-26
1607,139,2024-03-25,417,4,8.27,33.08,Completed,2024-03-29
1608,4757,2023-09-20,443,1,129.59,129.59,Pending,
1609,8422,2024-08-16,286,6,99.6,597.6,Completed,2024-08-20
1610,1696,2023-03-01,66,8,83.8,670.4,Completed,2023-03-03
1611,7056,2023-05-22,141,2,44.82,89.64,Completed,2023-05-28
1612,5333,2023-11-08,5,7,380.61,2664.27,Completed,2023-11-12
1613,4232,2022-12-07,330,2,147.86,295.72,Completed,2022-12-08
1614,7185,2022-06-04,455,8,352.31,2818.48,Pending,
1615,3540,2023-01-31,105,9,235.19,2116.71,Completed,2023-02-06
1616,3683,2023-07-08,384,10,93.34,933.4,Pending,
1617,5189,2024-12-25,326,7,472.89,3310.23,Completed,2024-12-31
1618,9267,2024-09-13,35,1,271.92,271.92,Completed,2024-09-20
1619,3221,2024-05-10,176,5,103.61,518.05,Cancelled,
1620,5990,2023-05-30,380,1,351.69,351.69,Completed,2023-06-01
1621,8672,2024-05-24,257,10,336.88,3368.8,Cancelled,
1622,2733,2024-08-26,170,6,399.09,2394.54,Completed,2024-08-27
1623,9753,2024-06-18,129,7,411.95,2883.65,Completed,2024-06-24
1624,6597,2022-09-12,364,3,11.97,35.91,Pending,
1625,6976,2023-12-06,154,9,251.7,2265.3,Completed,2023-12-08
1626,2134,2023-12-29,,9,232.2,2089.8,Completed,2024-01-03
1627,7536,2024-01-09,223,10,285.33,2853.3,Completed,2024-01-10
1628,4898,2024-11-13,472,4,354.46,1417.84,Completed,2024-11-20
1629,7649,2022-06-16,472,9,354.46,3190.14,Completed,2022-06-17
1630,5039,2024-06-14,429,5,124.03,620.15,Pending,
1631,5931,2023-06-02,91,8,222.74,1781.92,Completed,2023-06-08
1632,288,2024-11-01,323,8,148.65,1189.2,Completed,2024-11-04
1633,3144,2023-09-12,252,2,51.78,103.56,Completed,2023-09-18
1634,4779,2022-04-08,199,2,300.59,601.18,Pending,
1635,4693,2024-09-21,9,2,100.18,200.36,Pending,
1636,8208,2022-03-10,294,2,258.98,517.96,Completed,2022-03-12
1637,6414,2022-07-19,388,9,309.39,2784.51,Completed,2022-07-24
1638,8487,2022-06-13,350,4,339.93,1359.72,Pending,
1639,2090,2024-07-10,96,2,271.42,542.84,Pending,
1640,4436,2022-02-04,215,6,51.15,306.9,Cancelled,
1641,159,2022-05-13,22,9,376.68,3390.12,Completed,2022-05-18
1642,3119,2024-05-29,186,7,74.67,522.69,Cancelled,
1643,6258,2024-03-31,117,3,352.09,1056.27,Pending,
1644,404,2024-04-28,57,4,105.78,423.12,Pending,
1645,5867,2024-11-13,349,1,177.66,177.66,Completed,2024-11-18
1646,6053,2022-12-19,303,10,277.25,2772.5,Completed,2022-12-21
1647,7298,2024-04-28,61,5,293.34,1466.7,Cancelled,
1648,5355,2024-08-25,306,5,402.81,2014.05,Pending,
1649,3165,2023-12-14,59,9,320.37,2883.33,Completed,2023-12-20
1650,7719,2023-04-15,342,1,14.37,14.37,Completed,2023-04-17
1651,8174,2024-11-26,401,4,304.46,1217.84,Completed,2024-11-27
1652,2299,2024-12-09,469,4,97.55,390.2,Cancelled,
1653,557,2024-07-12,275,8,231.27,1850.16,Completed,2024-07-13
1654,2364,2022-12-13,402,2,363.53,727.06,Pending,
1655,9731,2022-02-20,497,6,69.64,417.84,Completed,2022-02-22
1656,4337,2024-05-31,278,4,487.45,1949.8,Completed,2024-06-04
1657,255,2023-10-07,42,10,110.8,1108.0,Completed,2023-10-14
1658,1334,2022-09-22,385,1,379.31,379.31,Completed,2022-09-27
1659,3556,2023-12-21,421,5,232.2,1161.0,Pending,
1660,5516,2023-05-21,308,7,41.51,290.57,Completed,2023-05-27
1661,4099,2024-10-21,405,8,278.28,2226.24,Completed,2024-10-26
1662,6328,2023-01-02,435,3,45.61,136.83,Pending,
1663,3831,2023-11-19,73,7,355.85,2490.95,Cancelled,
1664,7167,2022-05-12,392,10,300.97,3009.7,Completed,2022-05-19
1665,8546,2024-12-26,63,3,442.65,1327.95,Completed,2025-01-01
1666,4192,2022-09-11,249,2,90.42,180.84,Completed,2022-09-14
1667,3573,2022-07-01,385,4,379.31,1517.24,Completed,2022-07-03
1668,6766,2023-05-01,344,10,73.35,733.5,Completed,2023-05-05
1669,9073,2024-12-22,87,3,335.45,1006.35,Completed,2024-12-27
1670,3928,2022-07-02,62,4,449.97,1799.88,Completed,2022-07-03
1671,9068,2022-09-14,448,8,248.05,1984.4,Completed,2022-09-19
1672,3267,2024-09-26,230,1,106.19,106.19,Cancelled,
1673,819,2024-10-04,178,1,200.92,200.92,Completed,2024-10-06
1674,1715,2022-06-29,476,8,147.97,1183.76,Completed,2022-07-04
1675,570,2022-12-23,234,2,205.19,410.38,Completed,2022-12-24
1676,5005,2023-09-04,221,10,280.59,2805.9,Cancelled,
1677,1296,2022-07-23,370,2,386.07,772.14,Pending,
1678,1652,2022-03-16,452,6,318.5,1911.0,Completed,2022-03-20
1679,1368,2024-11-01,342,2,14.37,28.74,Completed,2024-11-07
1680,3109,2023-02-20,339,10,136.44,1364.4,Completed,2023-02-22
1681,6555,2022-11-11,415,7,119.56,836.92,Pending,
1682,9149,2023-01-18,236,6,423.02,2538.12,Completed,2023-01-20
1683,5264,2024-12-03,269,6,210.37,1262.22,Completed,2024-12-07
1684,8765,2022-12-23,466,7,316.73,2217.11,Completed,2022-12-29
1685,1307,2022-06-20,428,10,377.37,3773.7,Pending,
1686,2775,2024-04-25,309,10,261.09,2610.9,Cancelled,
1687,5825,2022-08-02,103,3,24.93,74.79,Completed,2022-08-05
1688,609,2022-07-07,106,1,390.01,390.01,Completed,2022-07-12
1689,3491,2023-02-05,89,9,225.73,2031.57,Completed,2023-02-09
1690,7862,2024-04-23,500,4,441.66,1766.64,Completed,2024-04-26
1691,6333,2024-03-16,67,6,103.79,622.74,Completed,2024-03-18
1692,3217,2024-12-03,354,3,123.44,370.32,Cancelled,
1693,3736,2022-04-26,76,10,166.46,1664.6,Pending,
1694,3364,2024-02-04,313,3,140.85,422.55,Completed,2024-02-07
1695,8012,2023-09-24,118,2,361.44,722.88,Pending,
1696,6410,2022-11-03,318,8,244.06,1952.48,Completed,2022-11-07
1697,4707,2022-07-10,200,5,106.58,532.9,Completed,2022-07-11
1698,4532,2022-02-05,428,6,377.37,2264.22,Completed,2022-02-08
1699,7299,2023-06-23,163,4,169.34,677.36,Completed,2023-06-30
1700,5908,2022-07-15,372,5,210.84,1054.2,Completed,2022-07-18
1701,381,2024-07-02,429,3,124.03,372.09,Pending,
1702,4473,2023-05-31,363,9,405.36,3648.24,Completed,2023-06-02
1703,8946,2024-12-16,51,9,324.52,2920.68,Pending,
1704,9212,2023-11-13,434,10,332.03,3320.3,Cancelled,
1705,9266,2022-03-05,485,3,108.89,326.67,Cancelled,
1706,7735,2023-04-14,329,9,186.14,1675.26,Completed,2023-04-20
1707,3228,2023-12-14,482,8,273.31,2186.48,Completed,2023-12-19
1708,8961,2022-02-16,429,2,124.03,248.06,Cancelled,
1709,4859,2022-06-05,408,8,283.45,2267.6,Pending,
1710,8598,2024-12-04,200,5,106.58,532.9,Cancelled,
1711,5602,2023-12-22,238,6,257.69,1546.14,Completed,2023-12-29
1712,7495,2022-06-02,455,5,352.31,1761.55,Completed,2022-06-06
1713,7268,2024-06-24,339,4,136.44,545.76,Completed,2024-06-27
1714,7275,2024-01-10,430,2,379.03,758.06,Cancelled,
1715,7500,2023-11-01,366,5,203.41,1017.05,Cancelled,
1716,3303,2023-05-03,88,8,308.26,2466.08,Pending,
1717,1705,2024-09-17,38,7,35.0,245.0,Completed,2024-09-18
1718,9432,2023-01-22,164,10,12.6,126.0,Completed,2023-01-28
1719,9383,2024-06-17,45,8,291.69,2333.52,Cancelled,
1720,7445,2023-01-03,475,6,245.9,1475.4,Pending,
1721,8295,2024-04-06,269,10,210.37,2103.7,Cancelled,
1722,4194,2023-02-02,4,2,352.16,704.32,Cancelled,
1723,7932,2023-10-30,87,7,335.45,2348.15,Completed,2023-10-31
1724,8458,2023-12-02,408,6,283.45,1700.7,Completed,2023-12-04
1725,514,2024-06-26,367,5,8.38,41.9,Pending,
1726,6597,2023-06-20,496,9,413.3,3719.7,Completed,2023-06-25
1727,8055,2023-06-26,1,4,321.52,1286.08,Completed,2023-06-27
1728,7729,2022-08-14,373,6,382.12,2292.72,Cancelled,
1729,8522,2023-11-22,429,8,124.03,992.24,Completed,2023-11-23
1730,8520,2022-06-29,92,10,44.89,448.9,Completed,2022-06-30
1731,5890,2022-07-12,434,9,332.03,2988.27,Cancelled,
1732,6346,2022-07-27,489,5,481.57,2407.85,Completed,2022-08-01
1733,1752,2022-01-01,424,8,423.44,3387.52,Completed,2022-01-04
1734,2738,2022-11-14,346,2,387.13,774.26,Cancelled,
1735,6857,2023-08-16,335,1,162.67,162.67,Completed,2023-08-17
1736,8476,2023-01-07,180,4,113.41,453.64,Pending,
1737,4282,2022-04-09,49,3,311.59,934.77,Pending,
1738,8774,2024-12-03,436,3,161.76,485.28,Completed,2024-12-06
1739,2091,2022-03-30,142,1,17.8,17.8,Pending,
1740,6242,2022-02-01,367,9,8.38,75.42,Pending,
1741,4964,2023-07-19,311,1,86.51,86.51,Completed,2023-07-23
1742,6787,2023-07-23,491,9,381.93,3437.37,Completed,2023-07-27
1743,5849,2023-12-09,94,2,417.28,834.56,Cancelled,
1744,9356,2022-05-22,478,10,250.01,2500.1,Pending,
1745,6166,2024-08-01,457,10,340.35,3403.5,Completed,2024-08-07
1746,1423,2023-04-21,485,6,108.89,653.34,Completed,2023-04-23
1747,8200,2023-10-30,125,3,151.64,454.92,Completed,2023-11-03
1748,6648,2024-04-19,63,10,442.65,4426.5,Completed,2024-04-22
1749,3395,2022-01-22,347,3,100.17,300.51,Completed,2022-01-27
1750,381,2024-08-11,140,7,345.9,2421.3,Completed,2024-08-15
1751,10,2023-05-03,382,9,190.36,1713.24,Completed,2023-05-06
1752,5603,2023-07-27,193,9,229.55,2065.95,Completed,2023-07-30
1753,7597,2023-07-13,341,6,78.15,468.9,Completed,2023-07-14
1754,3425,2022-08-30,185,10,483.86,4838.6,Cancelled,
1755,7145,2022-12-22,368,2,362.83,725.66,Completed,2022-12-23
1756,9414,2022-12-08,260,3,23.69,71.07,Completed,2022-12-10
1757,2829,2023-08-11,134,5,331.91,1659.55,Completed,2023-08-12
1758,4149,2024-08-21,337,1,240.07,240.07,Completed,2024-08-28
1759,7398,2023-01-16,195,9,309.75,2787.75,Completed,2023-01-17
1760,4698,2022-08-11,476,7,147.97,1035.79,Completed,2022-08-18
1761,3202,2022-04-23,3,4,51.38,205.52,Completed,2022-04-27
1762,8372,2024-08-24,154,5,251.7,1258.5,Completed,2024-08-30
1763,5434,2023-04-13,177,10,182.68,1826.8,Pending,
1764,692,2022-05-25,263,7,120.83,845.81,Completed,2022-06-01
1765,9932,2024-08-18,339,9,136.44,1227.96,Cancelled,
1766,6758,2022-03-30,313,8,140.85,1126.8,Pending,
1767,6083,2023-12-08,245,8,42.98,343.84,Pending,
1768,4821,2024-09-08,401,5,304.46,1522.3,Completed,2024-09-13
1769,7055,2024-02-01,191,4,455.15,1820.6,Completed,2024-02-07
1770,3338,2023-03-24,441,6,193.46,1160.76,Completed,2023-03-30
1771,6151,2024-12-18,215,9,51.15,460.35,Completed,2024-12-19
1772,4173,2022-04-07,285,2,260.11,520.22,Completed,2022-04-09
1773,3123,2024-11-15,197,7,451.34,3159.38,Completed,2024-11-16
1774,7231,2024-10-14,96,5,271.42,1357.1,Completed,2024-10-18
1775,7479,2022-03-25,375,7,451.93,3163.51,Completed,2022-04-01
1776,218,2022-10-13,293,4,490.11,1960.44,Completed,2022-10-16
1777,596,2024-07-14,298,3,186.64,559.92,Completed,2024-07-16
1778,3542,2024-07-22,474,10,257.86,2578.6,Completed,2024-07-23
1779,225,2022-05-05,406,6,157.67,946.02,Completed,2022-05-10
1780,7907,2022-03-12,459,7,114.41,800.87,Completed,2022-03-14
1781,2045,2023-12-15,3,7,51.38,359.66,Pending,
1782,8852,2022-11-11,310,7,219.15,1534.05,Cancelled,
1783,763,2024-09-25,471,10,61.54,615.4,Pending,
1784,5273,2024-04-10,213,7,210.91,1476.37,Pending,
1785,4982,2022-07-26,53,3,441.03,1323.09,Completed,2022-08-02
1786,4961,2023-10-04,242,1,323.28,323.28,Completed,2023-10-06
1787,4489,2022-03-14,117,8,352.09,2816.72,Completed,2022-03-19
1788,5213,2023-10-11,291,3,225.73,677.19,Completed,2023-10-17
1789,6508,2023-06-20,10,1,428.38,428.38,Completed,2023-06-22
1790,9020,2023-08-21,115,5,287.08,1435.4,Completed,2023-08-28
1791,9967,2022-03-15,399,5,125.21,626.05,Cancelled,
1792,8932,2022-06-19,16,8,252.12,2016.96,Cancelled,
1793,1886,2022-10-05,38,3,35.0,105.0,Completed,2022-10-10
1794,2186,2023-10-14,55,4,153.19,612.76,Completed,2023-10-21
1795,5076,2024-11-12,31,2,202.5,405.0,Pending,
1796,2869,2022-08-03,39,8,227.06,1816.48,Completed,2022-08-06
1797,7119,2023-12-08,153,7,206.96,1448.72,Cancelled,
1798,6130,2024-05-27,47,6,44.66,267.96,Completed,2024-05-30
1799,4810,2023-06-21,126,5,140.78,703.9,Pending,
1800,8045,2022-06-02,333,8,252.54,2020.32,Completed,2022-06-07
1801,8054,2023-10-08,250,4,83.58,334.32,Pending,
1802,483,2023-02-08,427,3,283.94,851.82,Completed,2023-02-15
1803,2453,2024-12-30,473,5,160.03,800.15,Completed,2025-01-05
1804,9855,2023-09-25,185,5,483.86,2419.3,Completed,2023-09-29
1805,7380,2024-07-06,204,1,136.36,136.36,Completed,2024-07-13
1806,6774,2022-05-13,23,4,229.59,918.36,Completed,2022-05-16
1807,612,2022-07-31,399,2,125.21,250.42,Completed,2022-08-02
1808,8153,2024-10-26,139,5,397.35,1986.75,Cancelled,
1809,2919,2022-01-16,52,5,498.07,2490.35,Completed,2022-01-18
1810,869,2023-07-28,155,7,490.22,3431.54,Completed,2023-08-04
1811,6502,2022-08-23,143,8,499.79,3998.32,Pending,
1812,2499,2024-07-21,371,9,113.47,1021.23,Completed,2024-07-27
1813,6527,2022-10-14,283,4,317.71,1270.84,Completed,2022-10-21
1814,8651,2024-12-20,176,1,103.61,103.61,Completed,2024-12-23
1815,543,2023-08-05,77,9,470.48,4234.32,Completed,2023-08-09
1816,1808,2023-07-19,470,4,266.22,1064.88,Completed,2023-07-23
1817,159,2022-10-15,171,4,208.97,835.88,Pending,
1818,6049,2022-07-15,336,7,171.5,1200.5,Pending,
1819,1993,2023-11-20,461,3,62.45,187.35,Completed,2023-11-23
1820,2226,2023-03-11,15,5,203.58,1017.9,Completed,2023-03-16
1821,9106,2022-11-10,32,9,127.71,1149.39,Completed,2022-11-13
1822,5403,2024-10-26,224,1,50.42,50.42,Cancelled,
1823,7312,2023-12-20,322,2,124.66,249.32,Pending,
1824,6842,2023-03-23,361,5,303.38,1516.9,Completed,2023-03-30
1825,669,2022-08-13,9,1,100.18,100.18,Completed,2022-08-17
1826,5804,2022-01-05,52,3,498.07,1494.21,Pending,
1827,9298,2023-10-21,92,3,44.89,134.67,Completed,2023-10-28
1828,4856,2022-11-24,73,5,355.85,1779.25,Completed,2022-11-25
1829,9765,2023-05-25,322,8,124.66,997.28,Completed,2023-05-29
1830,9319,2022-01-27,110,2,268.71,537.42,Completed,2022-02-01
1831,4987,2023-09-05,345,2,160.31,320.62,Completed,2023-09-11
1832,4577,2022-02-17,35,7,271.92,1903.44,Cancelled,
1833,4638,2022-03-28,128,3,241.96,725.88,Pending,
1834,2402,2023-02-04,412,2,88.28,176.56,Completed,2023-02-06
1835,4161,2022-09-07,217,3,180.03,540.09,Completed,2022-09-08
1836,7653,2023-11-27,87,3,335.45,1006.35,Completed,2023-12-02
1837,4562,2022-07-05,463,2,228.96,457.92,Completed,2022-07-07
